work_id,mp_id,state,district,ia_id,category,scale,unit,latitude,longitude,recommended_date,recommended_amount,sanction_date,sanctioned_amount,expected_duration_days,status,completion_date,work_description
W00372,MP016,West Bengal,Howrah,IA009,Drinking Water Facility,1.95,unit,21.87213,72.68618,2024-07-23,1878987.72,2024-08-04,1892794.86,150,Completed,2024-12-08,Drinking Water Facility at Howrah constituency site 80
W00373,MP020,Tamil Nadu,Madurai,IA031,Drinking Water Facility,2.28,unit,26.38225,77.66026,2024-06-08,1506509.42,2024-07-23,1499399.4,150,Completed,2024-11-04,Drinking Water Facility at Madurai constituency site 81
W00374,MP038,Tamil Nadu,Coimbatore,IA055,Drainage / Sewage Line (per km),2.43,km,29.68015,86.35763,2024-04-13,3193806.92,2024-05-23,3276266.3,180,Completed,2024-11-18,Drainage / Sewage Line (per km) at Coimbatore constituency site 82
W00375,MP002,West Bengal,Howrah,IA012,School Building Renovation,1.81,unit,21.99877,72.57513,2026-01-01,2765357.04,2026-02-25,2701862.61,200,Completed,2026-06-16,School Building Renovation at Howrah constituency site 83
W00376,MP038,Tamil Nadu,Coimbatore,IA055,Public Toilet Complex,2.04,unit,29.47202,86.38177,2023-07-16,980233.86,2023-09-08,957351.56,120,Completed,2023-10-26,Public Toilet Complex at Coimbatore constituency site 84
W00377,MP023,Tamil Nadu,Coimbatore,IA024,Drainage / Sewage Line (per km),0.81,km,29.62028,86.24691,2025-07-01,1210002.75,2025-08-06,1229863.33,180,Completed,2026-03-24,Drainage / Sewage Line (per km) at Coimbatore constituency site 85
W00378,MP011,Bihar,Muzaffarpur,IA032,Health Sub-Centre Upgrade,1.0,unit,27.31902,81.96083,2023-10-27,1740666.8,2023-12-24,1759294.33,210,Completed,2024-09-12,Health Sub-Centre Upgrade at Muzaffarpur constituency site 86
W00379,MP024,Maharashtra,Nashik,IA027,Street Lighting (per 50 units),1.53,batch,16.78153,79.2759,2025-01-20,956530.86,2025-02-19,926320.28,90,Completed,2025-05-24,Street Lighting (per 50 units) at Nashik constituency site 87
W00380,MP018,Bihar,Gaya,IA049,Community Hall,1.0,unit,23.31169,73.02374,2025-02-14,3411333.6,2025-03-28,3372380.45,240,Completed,2026-03-22,Community Hall at Gaya constituency site 88
W00381,MP025,Bihar,Patna,IA023,Road Construction (per km),1.38,km,21.55723,75.64503,2024-01-26,2596098.83,2024-02-22,2542730.08,270,Completed,2025-02-16,Road Construction (per km) at Patna constituency site 89
W00382,MP039,Bihar,Gaya,IA036,Road Construction (per km),4.8,km,23.41388,73.07686,2024-12-25,9192875.7,2025-02-20,9130667.41,270,Completed,2025-11-10,Road Construction (per km) at Gaya constituency site 90
W00383,MP039,Bihar,Gaya,IA049,Health Sub-Centre Upgrade,1.0,unit,23.18142,72.99252,2025-08-16,1456730.61,2025-09-30,1434404.3,210,Completed,2026-01-07,Health Sub-Centre Upgrade at Gaya constituency site 91
W00384,MP015,West Bengal,Malda,IA051,Street Lighting (per 50 units),2.07,batch,17.43724,82.84372,2025-08-03,1593111.59,2025-08-19,1611480.2,90,Completed,2026-01-03,Street Lighting (per 50 units) at Malda constituency site 92
W00385,MP039,Bihar,Gaya,IA049,Drinking Water Facility,1.15,unit,23.30225,73.04789,2023-06-11,1193669.25,2023-07-16,1203813.77,150,Completed,2023-12-24,Drinking Water Facility at Gaya constituency site 93
W00386,MP018,Bihar,Gaya,IA025,School Building Renovation,2.0,unit,23.27208,73.15309,2025-06-04,2800193.35,2025-06-14,2800936.41,200,Completed,2026-01-01,School Building Renovation at Gaya constituency site 94
W00387,MP016,West Bengal,Howrah,IA037,Community Hall,1.0,unit,22.08716,72.80699,2024-01-09,3521428.42,2024-02-10,3649205.63,240,Completed,2024-09-13,Community Hall at Howrah constituency site 95
W00388,MP018,Bihar,Gaya,IA011,Health Sub-Centre Upgrade,1.0,unit,23.42082,73.14721,2025-12-01,1467645.71,2026-01-07,1485135.68,210,In Progress,,Health Sub-Centre Upgrade at Gaya constituency site 96
W00389,MP003,Bihar,Patna,IA023,Road Construction (per km),2.63,km,21.50868,75.63918,2025-04-13,5432354.91,2025-04-26,5465657.58,270,Completed,2026-03-05,Road Construction (per km) at Patna constituency site 0
W00390,MP032,Tamil Nadu,Coimbatore,IA024,Road Construction (per km),1.55,km,29.56638,86.3896,2024-04-11,2438931.52,2024-06-07,2455184.48,270,Completed,2025-01-20,Road Construction (per km) at Coimbatore constituency site 1
W00391,MP031,Uttar Pradesh,Gorakhpur,IA060,Health Sub-Centre Upgrade,1.0,unit,16.40855,87.68251,2023-05-27,1247390.04,2023-07-18,1284103.45,210,Completed,2024-05-02,Health Sub-Centre Upgrade at Gorakhpur constituency site 2
W00392,MP021,West Bengal,Malda,IA030,Drainage / Sewage Line (per km),0.62,km,17.29389,82.864,2025-06-24,958387.5,2025-08-12,944655.66,180,Completed,2026-04-01,Drainage / Sewage Line (per km) at Malda constituency site 3
W00393,MP033,Uttar Pradesh,Meerut,IA005,Community Hall,1.0,unit,27.8856,83.10393,2025-06-08,4274528.89,2025-06-27,4224914.88,240,Completed,2025-12-26,Community Hall at Meerut constituency site 4
W00394,MP035,West Bengal,Malda,IA041,Health Sub-Centre Upgrade,1.0,unit,17.2246,83.00689,2025-12-28,1521214.58,2026-02-17,1488624.18,210,In Progress,,Health Sub-Centre Upgrade at Malda constituency site 5
W00395,MP035,West Bengal,Malda,IA050,Street Lighting (per 50 units),2.32,batch,17.4037,83.00278,2024-07-27,1606034.01,2024-09-12,1627767.85,90,Completed,2024-12-06,Street Lighting (per 50 units) at Malda constituency site 6
W00396,MP031,Uttar Pradesh,Gorakhpur,IA054,Drainage / Sewage Line (per km),2.78,km,16.37408,87.47568,2025-01-12,3896785.61,2025-02-09,3927135.1,180,Completed,2025-04-22,Drainage / Sewage Line (per km) at Gorakhpur constituency site 7
W00397,MP005,Tamil Nadu,Salem,IA006,Drinking Water Facility,2.07,unit,26.57989,75.14828,2024-02-12,1917983.98,2024-02-22,1914956.71,150,Completed,2024-11-11,Drinking Water Facility at Salem constituency site 8
W00398,MP025,Bihar,Patna,IA023,Health Sub-Centre Upgrade,1.0,unit,21.77179,75.73521,2023-10-22,1420820.69,2023-11-15,1465366.18,210,Completed,2024-03-11,Health Sub-Centre Upgrade at Patna constituency site 9
W00399,MP015,West Bengal,Malda,IA019,Public Toilet Complex,1.47,unit,17.25871,83.04217,2025-09-24,707328.67,2025-10-21,710545.39,120,Completed,2026-02-10,Public Toilet Complex at Malda constituency site 10
W00400,MP004,Bihar,Muzaffarpur,IA032,School Building Renovation,1.49,unit,27.5566,82.15262,2025-06-12,1667776.19,2025-06-23,1623058.62,200,Completed,2026-02-03,School Building Renovation at Muzaffarpur constituency site 11
W00401,MP012,Uttar Pradesh,Varanasi,IA057,Drinking Water Facility,2.17,unit,26.39153,84.52515,2025-05-11,1712258.24,2025-07-01,1755609.49,150,Completed,2026-02-09,Drinking Water Facility at Varanasi constituency site 12
W00402,MP026,Maharashtra,Nagpur,IA035,Community Hall,1.0,unit,24.70237,85.02635,2025-12-06,2581709.3,2025-12-27,2616431.46,240,Completed,2026-05-22,Community Hall at Nagpur constituency site 13
W00403,MP024,Maharashtra,Nagpur,IA016,Drainage / Sewage Line (per km),2.54,km,24.74512,85.08665,2023-12-17,2616067.0,2024-01-18,2605680.24,180,Completed,2024-10-11,Drainage / Sewage Line (per km) at Nagpur constituency site 14
W00404,MP018,Bihar,Gaya,IA025,Public Toilet Complex,1.58,unit,23.20096,72.95252,2026-03-28,678541.48,2026-05-03,690979.18,120,In Progress,,Public Toilet Complex at Gaya constituency site 15
W00405,MP013,Uttar Pradesh,Gorakhpur,IA004,Road Construction (per km),4.35,km,16.44812,87.59812,2024-09-22,8065179.69,2024-10-24,7952812.75,270,Completed,2025-07-17,Road Construction (per km) at Gorakhpur constituency site 16
W00406,MP012,Uttar Pradesh,Varanasi,IA057,School Building Renovation,1.76,unit,26.53033,84.4636,2025-07-02,2433879.68,2025-08-10,2451752.36,200,Completed,2026-05-08,School Building Renovation at Varanasi constituency site 17
W00407,MP031,Uttar Pradesh,Gorakhpur,IA060,School Building Renovation,1.76,unit,16.51787,87.68,2025-06-12,1892304.94,2025-06-26,1909983.38,200,Completed,2026-02-19,School Building Renovation at Gorakhpur constituency site 18
W00408,MP036,Maharashtra,Nashik,IA027,Public Toilet Complex,2.1,unit,16.91614,79.20715,2023-12-13,964351.93,2024-01-23,958891.45,120,Completed,2024-04-02,Public Toilet Complex at Nashik constituency site 19
W00409,MP002,West Bengal,Howrah,IA045,Public Toilet Complex,1.73,unit,21.95746,72.63336,2023-10-23,857708.32,2023-11-03,878758.29,120,Completed,2023-12-28,Public Toilet Complex at Howrah constituency site 20
W00410,MP035,West Bengal,Malda,IA002,School Building Renovation,1.07,unit,17.23941,83.00263,2024-02-05,1349368.15,2024-02-26,1406056.43,200,Completed,2024-08-31,School Building Renovation at Malda constituency site 21
W00411,MP020,Tamil Nadu,Coimbatore,IA015,Road Construction (per km),4.96,km,29.60868,86.36641,2023-04-11,8261789.79,2023-05-04,8119085.92,270,Completed,2024-04-11,Road Construction (per km) at Coimbatore constituency site 22
W00412,MP038,Tamil Nadu,Coimbatore,IA024,Health Sub-Centre Upgrade,1.0,unit,29.46769,86.38631,2024-02-27,1539532.16,2024-04-12,1501797.83,210,Completed,2025-02-09,Health Sub-Centre Upgrade at Coimbatore constituency site 23
W00413,MP027,Uttar Pradesh,Sitapur,IA010,Road Construction (per km),4.06,km,26.73312,79.06523,2025-06-24,6854940.75,2025-08-22,6935000.71,270,Completed,2026-05-22,Road Construction (per km) at Sitapur constituency site 24
W00414,MP009,Bihar,Muzaffarpur,IA032,Drainage / Sewage Line (per km),0.85,km,27.31904,82.05604,2025-06-08,1144269.62,2025-06-24,1113254.79,180,Completed,2026-01-04,Drainage / Sewage Line (per km) at Muzaffarpur constituency site 25
W00415,MP015,West Bengal,Malda,IA050,Drainage / Sewage Line (per km),2.06,km,17.19621,83.07078,2025-06-25,2710885.64,2025-07-21,2799174.53,180,Completed,2026-03-30,Drainage / Sewage Line (per km) at Malda constituency site 26
W00416,MP001,West Bengal,Malda,IA007,Street Lighting (per 50 units),1.97,batch,17.29828,82.93246,2024-08-24,1144784.29,2024-10-02,1188477.46,90,In Progress,,Street Lighting (per 50 units) at Malda constituency site 27
W00417,MP008,West Bengal,Malda,IA019,Health Sub-Centre Upgrade,1.0,unit,17.24381,82.86068,2023-07-29,1750785.89,2023-09-20,5041709.8,210,Completed,2024-06-10,Health Sub-Centre Upgrade at Malda constituency site 28
W00418,MP010,Bihar,Gaya,IA049,Drinking Water Facility,1.11,unit,23.229,72.87138,2023-06-12,1170605.48,2023-07-26,1180794.43,150,Completed,2024-01-05,Drinking Water Facility at Gaya constituency site 29
W00419,MP022,Uttar Pradesh,Meerut,IA018,Health Sub-Centre Upgrade,1.0,unit,27.98232,83.24869,2026-03-25,1803104.28,2026-05-11,1702880.65,210,In Progress,,Health Sub-Centre Upgrade at Meerut constituency site 30
W00420,MP031,Uttar Pradesh,Gorakhpur,IA046,Road Construction (per km),4.42,km,16.46854,87.73493,2023-07-31,8086468.7,2023-08-15,8327839.02,270,Completed,2024-09-08,Road Construction (per km) at Gorakhpur constituency site 31
W00421,MP004,Bihar,Muzaffarpur,IA032,Road Construction (per km),4.15,km,27.31176,82.04854,2024-06-21,6343239.83,2024-07-20,6284873.21,270,Completed,2025-05-07,Road Construction (per km) at Muzaffarpur constituency site 32
W00422,MP029,Bihar,Patna,IA023,Street Lighting (per 50 units),1.33,batch,21.72922,75.70695,2023-09-03,815130.67,2023-10-18,826035.37,90,Completed,2024-01-23,Street Lighting (per 50 units) at Patna constituency site 33
W00423,MP021,West Bengal,Malda,IA021,Street Lighting (per 50 units),2.41,batch,17.36488,82.89886,2024-07-09,1022899.69,2024-08-24,1046250.82,90,Completed,2024-12-20,Street Lighting (per 50 units) at Malda constituency site 34
W00424,MP004,Bihar,Muzaffarpur,IA032,School Building Renovation,1.44,unit,27.35358,81.98253,2026-03-06,1374111.69,2026-04-28,1366694.78,200,In Progress,,School Building Renovation at Muzaffarpur constituency site 35
W00425,MP018,Bihar,Gaya,IA042,Road Construction (per km),4.07,km,23.33888,72.92924,2024-04-14,7991597.9,2024-05-07,7905369.75,270,Completed,2025-06-08,Road Construction (per km) at Gaya constituency site 36
W00426,MP013,Uttar Pradesh,Gorakhpur,IA053,Health Sub-Centre Upgrade,1.0,unit,16.36368,87.70128,2025-06-26,1577790.81,2025-07-19,1527717.59,210,Completed,2026-02-19,Health Sub-Centre Upgrade at Gorakhpur constituency site 37
W00427,MP013,Uttar Pradesh,Gorakhpur,IA026,Community Hall,1.0,unit,16.48648,87.66454,2024-03-12,4196736.81,2024-04-22,4070489.98,240,Completed,2024-10-12,Community Hall at Gorakhpur constituency site 38
W00428,MP025,Bihar,Patna,IA023,Street Lighting (per 50 units),1.68,batch,21.51213,75.61875,2024-05-04,1054999.21,2024-05-28,1079910.42,90,In Progress,,Street Lighting (per 50 units) at Patna constituency site 39
W00429,MP027,Uttar Pradesh,Sitapur,IA017,Road Construction (per km),2.88,km,26.75613,78.89166,2023-10-31,4437876.11,2023-12-04,4298893.58,270,Completed,2024-10-28,Road Construction (per km) at Sitapur constituency site 40
W00430,MP028,Tamil Nadu,Madurai,IA031,School Building Renovation,1.51,unit,26.39219,77.5867,2026-01-04,1645637.5,2026-02-16,1633974.06,200,In Progress,,School Building Renovation at Madurai constituency site 41
W00431,MP012,Uttar Pradesh,Varanasi,IA057,Street Lighting (per 50 units),1.01,batch,26.39628,84.45158,2026-02-03,542908.79,2026-02-13,532794.2,90,Completed,2026-05-05,Street Lighting (per 50 units) at Varanasi constituency site 42
W00432,MP005,Tamil Nadu,Madurai,IA044,Drainage / Sewage Line (per km),1.88,km,26.44618,77.56345,2025-12-29,2883169.55,2026-02-24,2815097.75,180,Completed,2026-08-02,Drainage / Sewage Line (per km) at Madurai constituency site 43
W00433,MP040,Bihar,Gaya,IA036,Road Construction (per km),4.8,km,23.42159,73.0985,2023-12-12,9036117.29,2023-12-31,8781417.32,270,Completed,2024-08-14,Road Construction (per km) at Gaya constituency site 44
W00434,MP017,Uttar Pradesh,Gorakhpur,IA039,Drinking Water Facility,2.63,unit,16.39357,87.6337,2024-08-19,1940820.59,2024-09-01,1906297.71,150,Completed,2025-02-07,Drinking Water Facility at Gorakhpur constituency site 45
W00435,MP012,Uttar Pradesh,Gorakhpur,IA046,Street Lighting (per 50 units),1.05,batch,16.42842,87.67437,2024-07-12,711581.76,2024-08-27,728507.02,90,Completed,2024-12-01,Street Lighting (per 50 units) at Gorakhpur constituency site 46
W00436,MP007,Maharashtra,Nagpur,IA035,Street Lighting (per 50 units),2.21,batch,24.68608,85.10401,2026-03-02,1197630.54,2026-04-01,1212952.33,90,Completed,2026-06-16,Street Lighting (per 50 units) at Nagpur constituency site 47
W00437,MP030,Bihar,Muzaffarpur,IA032,Street Lighting (per 50 units),1.22,batch,27.52818,82.08409,2025-09-22,745596.95,2025-11-11,725321.02,90,Completed,2026-02-14,Street Lighting (per 50 units) at Muzaffarpur constituency site 48
W00438,MP009,Bihar,Muzaffarpur,IA032,Road Construction (per km),1.12,km,27.32501,82.17601,2024-02-25,1936983.28,2024-03-27,1920028.46,270,Completed,2024-11-25,Road Construction (per km) at Muzaffarpur constituency site 49
W00439,MP014,Maharashtra,Pune,IA003,Community Hall,1.0,unit,20.56362,86.94407,2026-02-03,3479943.06,2026-03-15,3468254.96,240,In Progress,,Community Hall at Pune constituency site 50
W00440,MP039,Bihar,Gaya,IA025,Public Toilet Complex,1.23,unit,23.3594,73.00113,2025-03-26,483714.9,2025-04-24,496287.58,120,Completed,2025-07-10,Public Toilet Complex at Gaya constituency site 51
W00441,MP015,West Bengal,Malda,IA050,Health Sub-Centre Upgrade,1.0,unit,17.20922,82.95785,2024-12-20,1410499.89,2025-02-02,1418081.54,210,Completed,2025-11-02,Health Sub-Centre Upgrade at Malda constituency site 52
W00442,MP029,Bihar,Patna,IA023,Public Toilet Complex,1.22,unit,21.58536,75.61843,2025-10-09,654465.65,2025-11-07,602431.24,120,Completed,2026-02-27,Public Toilet Complex at Patna constituency site 53
W00443,MP036,Maharashtra,Nashik,IA038,School Building Renovation,1.51,unit,16.82567,79.31971,2025-05-21,1818863.64,2025-07-09,1885831.9,200,Completed,2025-11-08,School Building Renovation at Nashik constituency site 54
W00444,MP020,Tamil Nadu,Coimbatore,IA015,Road Construction (per km),3.57,km,29.69285,86.23709,2025-08-22,5095328.47,2025-09-07,5207382.94,270,Completed,2026-06-27,Road Construction (per km) at Coimbatore constituency site 55
W00445,MP007,Maharashtra,Nagpur,IA016,Health Sub-Centre Upgrade,1.0,unit,24.65031,85.11661,2026-01-02,1604850.46,2026-02-17,1604160.35,210,Completed,2026-07-07,Health Sub-Centre Upgrade at Nagpur constituency site 56
W00446,MP036,Maharashtra,Nashik,IA038,Street Lighting (per 50 units),3.27,batch,16.81782,79.16534,2025-03-25,1977817.12,2025-05-13,1976782.69,90,Completed,2025-09-22,Street Lighting (per 50 units) at Nashik constituency site 57
W00447,MP015,West Bengal,Malda,IA051,School Building Renovation,1.05,unit,17.4045,82.95735,2025-10-26,1158345.84,2025-12-06,1137988.6,200,Completed,2026-06-01,School Building Renovation at Malda constituency site 58
W00448,MP018,Bihar,Gaya,IA049,Street Lighting (per 50 units),3.23,batch,23.4264,72.944,2025-11-17,1485134.71,2026-01-15,1448974.65,90,Completed,2026-03-23,Street Lighting (per 50 units) at Gaya constituency site 59
W00449,MP009,Bihar,Muzaffarpur,IA032,Street Lighting (per 50 units),2.46,batch,27.37563,82.05208,2023-09-22,1203928.63,2023-10-12,1202367.99,90,Completed,2024-01-24,Street Lighting (per 50 units) at Muzaffarpur constituency site 60
W00450,MP035,West Bengal,Malda,IA030,Public Toilet Complex,1.63,unit,17.30383,82.84128,2023-06-17,912808.0,2023-08-11,906381.55,120,In Progress,,Public Toilet Complex at Malda constituency site 61
W00451,MP009,Bihar,Muzaffarpur,IA032,Drainage / Sewage Line (per km),1.14,km,27.45443,82.01349,2023-12-25,1723607.34,2024-01-19,1678601.87,180,Completed,2024-07-02,Drainage / Sewage Line (per km) at Muzaffarpur constituency site 62
W00452,MP029,Bihar,Patna,IA023,Drinking Water Facility,1.71,unit,21.64254,75.59176,2025-05-10,1317566.76,2025-06-04,1300004.54,150,Completed,2025-11-20,Drinking Water Facility at Patna constituency site 63
W00453,MP006,Bihar,Muzaffarpur,IA032,Drinking Water Facility,1.33,unit,27.45973,82.16716,2025-07-18,1157015.44,2025-08-29,1144909.38,150,Completed,2026-01-19,Drinking Water Facility at Muzaffarpur constituency site 64
W00454,MP039,Bihar,Gaya,IA025,Road Construction (per km),3.77,km,23.31481,73.05135,2023-11-10,6107186.2,2023-11-23,6090643.71,270,In Progress,,Road Construction (per km) at Gaya constituency site 65
W00455,MP009,Bihar,Muzaffarpur,IA032,School Building Renovation,1.64,unit,27.4421,81.96426,2025-02-18,2465409.71,2025-04-08,2523474.61,200,In Progress,,School Building Renovation at Muzaffarpur constituency site 66
W00456,MP008,West Bengal,Howrah,IA058,Public Toilet Complex,2.23,unit,22.11615,72.7798,2024-10-26,1147620.67,2024-11-23,1088091.13,120,Completed,2025-04-21,Public Toilet Complex at Howrah constituency site 67
W00457,MP010,Bihar,Gaya,IA049,Drinking Water Facility,1.49,unit,23.46287,72.93876,2025-01-15,1113271.36,2025-02-05,1153215.01,150,Completed,2025-07-30,Drinking Water Facility at Gaya constituency site 68
W00458,MP007,Maharashtra,Nagpur,IA034,Health Sub-Centre Upgrade,1.0,unit,24.52465,85.06479,2025-09-11,1471692.16,2025-10-26,1397913.62,210,Completed,2026-06-12,Health Sub-Centre Upgrade at Nagpur constituency site 69
W00459,MP007,Maharashtra,Nashik,IA027,Drinking Water Facility,2.25,unit,16.86,79.15929,2024-10-13,2361569.49,2024-11-11,2359777.46,150,Completed,2025-03-09,Drinking Water Facility at Nashik constituency site 70
W00460,MP035,West Bengal,Malda,IA050,Drainage / Sewage Line (per km),1.62,km,17.33871,82.90381,2023-07-25,2289795.29,2023-08-21,2331622.33,180,In Progress,,Drainage / Sewage Line (per km) at Malda constituency site 71
W00461,MP040,Bihar,Gaya,IA025,Health Sub-Centre Upgrade,1.0,unit,23.39646,72.9742,2025-08-06,1387026.47,2025-09-26,1401157.19,210,In Progress,,Health Sub-Centre Upgrade at Gaya constituency site 72
W00462,MP021,West Bengal,Howrah,IA056,Health Sub-Centre Upgrade,1.0,unit,21.85764,72.73522,2026-03-02,1707839.07,2024-03-21,1671338.88,210,In Progress,,Health Sub-Centre Upgrade at Howrah constituency site 73
W00463,MP017,Uttar Pradesh,Gorakhpur,IA054,Public Toilet Complex,1.58,unit,16.44634,87.68601,2023-09-28,734517.33,2023-11-11,752746.27,120,Completed,2024-02-22,Public Toilet Complex at Gorakhpur constituency site 74
W00464,MP023,Tamil Nadu,Coimbatore,IA024,Drainage / Sewage Line (per km),2.37,km,29.54,86.30619,2024-06-19,3628835.98,2024-07-24,3531648.62,180,Completed,2025-02-08,Drainage / Sewage Line (per km) at Coimbatore constituency site 75
W00465,MP021,West Bengal,Howrah,IA013,Road Construction (per km),4.63,km,21.91665,72.69423,2023-11-21,7518648.35,2023-12-10,7694794.85,270,Completed,2024-12-27,Road Construction (per km) at Howrah constituency site 76
W00466,MP015,West Bengal,Malda,IA043,Road Construction (per km),4.29,km,17.26365,83.02928,2023-05-13,6618768.05,2023-06-20,6464533.98,270,Completed,2024-02-16,Road Construction (per km) at Malda constituency site 77
W00467,MP024,Maharashtra,Nagpur,IA001,Drinking Water Facility,2.32,unit,24.50912,85.11163,2026-03-11,1615367.44,2026-04-13,1655134.52,150,Completed,2026-07-16,Drinking Water Facility at Nagpur constituency site 78
W00468,MP028,Tamil Nadu,Madurai,IA031,Drainage / Sewage Line (per km),2.84,km,26.44135,77.63231,2026-03-21,3978639.02,2026-05-13,4023526.84,180,In Progress,,Drainage / Sewage Line (per km) at Madurai constituency site 79
W00469,MP008,West Bengal,Howrah,IA045,Road Construction (per km),3.72,km,21.86535,72.60853,2025-05-15,6693589.73,2025-07-05,6777768.43,270,Completed,2026-04-03,Road Construction (per km) at Howrah constituency site 80
W00470,MP028,Tamil Nadu,Madurai,IA044,School Building Renovation,1.38,unit,26.48115,77.5292,2025-03-21,1662837.46,2025-04-12,1702835.15,200,In Progress,,School Building Renovation at Madurai constituency site 81
W00471,MP032,Tamil Nadu,Coimbatore,IA015,Health Sub-Centre Upgrade,1.0,unit,29.54342,86.24325,2023-09-29,1834232.95,2023-11-11,1831545.24,210,Completed,2024-06-10,Health Sub-Centre Upgrade at Coimbatore constituency site 82
W00472,MP031,Uttar Pradesh,Gorakhpur,IA008,Street Lighting (per 50 units),1.51,batch,16.27833,87.73897,2023-10-06,799014.24,2023-11-03,801404.34,90,Completed,2024-03-01,Street Lighting (per 50 units) at Gorakhpur constituency site 83
W00473,MP001,West Bengal,Malda,IA014,School Building Renovation,1.96,unit,17.17566,82.86665,2024-03-16,2437989.92,2024-04-15,2339967.48,200,Completed,2024-12-24,School Building Renovation at Malda constituency site 84
W00474,MP040,Bihar,Gaya,IA036,Public Toilet Complex,1.21,unit,23.17013,72.92899,2023-07-18,649449.05,2023-09-05,646808.5,120,Completed,2024-01-29,Public Toilet Complex at Gaya constituency site 85
W00475,MP010,Bihar,Gaya,IA025,Drainage / Sewage Line (per km),1.39,km,23.30008,73.04055,2025-01-10,1891130.74,2025-02-20,1936254.37,180,Completed,2025-08-10,Drainage / Sewage Line (per km) at Gaya constituency site 86
W00476,MP015,West Bengal,Malda,IA028,Drainage / Sewage Line (per km),1.54,km,17.19518,83.02536,2024-01-12,2071121.83,2024-01-24,2039405.21,180,Completed,2024-09-21,Drainage / Sewage Line (per km) at Malda constituency site 87
W00477,MP026,Maharashtra,Nagpur,IA035,Drinking Water Facility,2.5,unit,24.5662,85.20944,2026-03-27,2253524.56,2026-05-06,2217049.41,150,In Progress,,Drinking Water Facility at Nagpur constituency site 88
W00478,MP030,Bihar,Muzaffarpur,IA032,Public Toilet Complex,1.74,unit,27.53959,82.10372,2025-11-25,737457.4,2026-01-10,700249.59,120,In Progress,,Public Toilet Complex at Muzaffarpur constituency site 89
W00479,MP025,Bihar,Patna,IA023,Public Toilet Complex,1.76,unit,21.55454,75.70522,2025-10-28,796431.42,2025-12-22,812236.08,120,Completed,2026-05-05,Public Toilet Complex at Patna constituency site 90
W00480,MP037,Bihar,Patna,IA023,School Building Renovation,1.2,unit,21.59334,75.66834,2023-10-13,1719293.49,2023-12-01,1672605.64,200,Completed,2024-04-24,School Building Renovation at Patna constituency site 91
W00481,MP006,Bihar,Muzaffarpur,IA032,Public Toilet Complex,2.52,unit,27.34319,81.98437,2024-02-03,1075218.97,2024-04-02,1141659.95,120,Completed,2024-09-10,Public Toilet Complex at Muzaffarpur constituency site 92
W00482,MP032,Tamil Nadu,Coimbatore,IA055,Street Lighting (per 50 units),1.04,batch,29.49503,86.26752,2023-05-12,619483.67,2023-07-10,626644.35,90,Completed,2023-10-07,Street Lighting (per 50 units) at Coimbatore constituency site 93
W00483,MP025,Bihar,Patna,IA023,Community Hall,1.0,unit,21.52715,75.67605,2024-06-07,3637592.25,2024-06-18,3791746.99,240,Completed,2024-12-04,Community Hall at Patna constituency site 94
W00484,MP036,Maharashtra,Nashik,IA038,Health Sub-Centre Upgrade,1.0,unit,17.00145,79.27897,2023-09-08,1420339.23,2023-10-26,1349982.25,210,Completed,2024-03-31,Health Sub-Centre Upgrade at Nashik constituency site 95
W00485,MP020,Tamil Nadu,Coimbatore,IA055,Drinking Water Facility,2.39,unit,29.4232,86.40052,2024-01-20,2009181.9,2024-03-11,2041575.72,150,Completed,2024-09-10,Drinking Water Facility at Coimbatore constituency site 96
W00486,MP026,Maharashtra,Nagpur,IA001,Street Lighting (per 50 units),3.25,batch,24.73395,85.21153,2025-06-01,2041742.54,2025-07-19,2065457.08,90,In Progress,,Street Lighting (per 50 units) at Nagpur constituency site 0
W00487,MP037,Bihar,Muzaffarpur,IA032,Drainage / Sewage Line (per km),1.43,km,27.28768,81.99926,2024-02-09,2493248.34,2024-03-30,2475395.4,180,In Progress,,Drainage / Sewage Line (per km) at Muzaffarpur constituency site 1
W00488,MP008,West Bengal,Howrah,IA022,Drainage / Sewage Line (per km),2.42,km,21.85987,72.7301,2023-04-26,3722285.55,2023-05-21,3737979.56,180,Completed,2023-12-01,Drainage / Sewage Line (per km) at Howrah constituency site 2
W00489,MP032,Tamil Nadu,Coimbatore,IA015,Street Lighting (per 50 units),1.65,batch,29.64552,86.19658,2025-05-30,1165625.5,2025-06-19,1121716.61,90,Completed,2025-08-14,Street Lighting (per 50 units) at Coimbatore constituency site 3
W00490,MP035,West Bengal,Malda,IA050,Road Construction (per km),2.55,km,17.30341,82.90892,2023-11-19,4882797.56,2023-12-27,4867420.16,270,Completed,2024-08-02,Road Construction (per km) at Malda constituency site 4
W00491,MP033,Uttar Pradesh,Meerut,IA005,Drinking Water Facility,1.08,unit,27.77296,83.17373,2025-04-23,894882.68,2025-05-15,898193.1,150,Completed,2025-12-25,Drinking Water Facility at Meerut constituency site 5
W00492,MP034,Uttar Pradesh,Gorakhpur,IA052,Community Hall,1.0,unit,16.48089,87.60056,2023-07-30,3625341.12,2023-09-16,3522574.7,240,In Progress,,Community Hall at Gorakhpur constituency site 6
W00493,MP039,Bihar,Gaya,IA042,Road Construction (per km),2.23,km,23.44854,73.0649,2024-04-21,4718139.51,2024-06-08,4712182.47,270,Completed,2025-01-12,Road Construction (per km) at Gaya constituency site 7
